Query is the topic title = "Anti-rejection transplant drugs"

Doc_ID JM_Score
35853 -7.51493407083483
74695 -7.704400793615829
54844 -8.036523411137559
84398 -8.544910185096771
74681 -8.571052721820784
6939 -9.040725349969053
35755 -9.217655778812608
82290 -9.241941256051643
32662 -9.350488317685423
9544 -9.359176888054677
71102 -9.376356406274255
54814 -9.717905778638618
54925 -9.760328485472762
65692 -9.835175727280172
37425 -10.107205291422831
5650 -10.14493131570401
67204 -10.155302711997901
62187 -10.186071236070955
49709 -10.192789967247759
57569 -10.230545500778769
28762 -10.231429211217455
28126 -10.244769118669238
62586 -10.28581886025202
77779 -10.297419721213377
4786 -10.298171378377484
78878 -10.319292758814106
60811 -10.326687351873423
74652 -10.340642690665847
61652 -10.348084977327883
28903 -10.358640319835455
81694 -10.43392077217659
79525 -10.488249937485923
56511 -10.495408707639347
10759 -10.547153503674489
48566 -10.622265108711675
64967 -10.724433245108575
8780 -10.747480481922025
73186 -10.747480481922025
37672 -10.774610193517864
13884 -10.783498972240395
32575 -10.785880685838624
61461 -10.794313068611824
58507 -10.833303948295036
60471 -10.835171529175135
86304 -11.064202999614979
85281 -11.26519179003454
85806 -11.26519179003454
