Query is the topic title = "computer simulation"

Doc_ID ModelC_Score
44400 188.66353538007183
18393 167.39096445341397
18151 167.39096445341397
42990 165.48652682489688
42862 165.48652682489688
35214 160.757435915806
33779 160.757435915806
13065 156.63466668503673
40745 154.00130943359255
58343 146.76288841762528
12877 141.05221852450165
56423 141.05221852450165
25063 139.69531266821588
35886 134.75577408005722
13069 134.75577408005722
80790 133.7770448526781
36005 133.2682715499986
57378 131.80144353898982
2789 128.7094492937324
16139 128.7094492937324
44009 128.7094492937324
6857 126.0789417989418
29728 119.4586743082206
38134 119.40178102260482
77763 119.40178102260482
45138 114.21300807574492
13939 114.07182746137374
70874 114.07182746137374
35785 114.07182746137374
69819 114.07182746137374
58983 107.91656363130048
55052 104.76415919024615
13885 104.76415919024615
20461 104.76415919024615
82249 104.76415919024615
55086 99.69656363130048
16767 99.69656363130048
9557 98.92543232633555
42848 95.30803351130682
38058 92.6289878818911
46402 85.0589417989418
46978 85.0589417989418
11288 85.0589417989418
22244 85.0589417989418
16137 85.0589417989418
74567 85.0589417989418
72912 85.0589417989418
47161 85.0589417989418
22321 84.67050749479061
43139 75.36283922366302
11825 60.72521739130434
45396 41.019999999999996
66336 19.70521739130435
17115 0.0
77680 0.0
28761 0.0
67528 0.0
45414 0.0
8751 0.0
