Query is the topic title = "Effects of global warming"

Doc_ID ModelC_Score
38452 32.22987933879382
25303 32.22987933879382
18879 32.22987933879382
28014 32.22987933879382
60810 32.22987933879382
26700 32.22987933879382
21110 21.211132541017378
38330 21.211132541017378
58634 21.211132541017378
72354 21.211132541017378
78708 21.211132541017378
55340 11.180180273481003
16921 11.180180273481003
57956 11.180180273481003
37685 11.018746797776442
24474 11.018746797776442
18405 11.018746797776442
34534 0.0
84591 0.0
5723 0.0
34622 0.0
28789 0.0
58581 0.0
20834 0.0
39347 0.0
