Query is the topic title = "Scottish Independence"

Doc_ID JM_Score
76899 -3.8135071418217636
77907 -3.9321477567487975
82519 -3.951055459879395
25833 -3.974216625922029
77381 -4.063466106100055
27974 -4.0900358897416655
80922 -4.290046587132279
82085 -4.296365679957987
71913 -4.337150081175455
82106 -4.347787374560493
28549 -4.607780333171628
73371 -4.742940748898935
27960 -4.7458423904401075
9011 -4.7696846408639
7970 -4.808479752632397
39122 -4.9379561676867665
74777 -5.3125614042884575
40800 -5.355326008306189
57024 -5.679345489779584
48375 -5.855031226868858
79949 -5.855031226868858
36858 -5.855031226868858
69142 -5.855031226868858
68664 -5.855031226868858
18877 -5.855031226868858
63141 -5.855031226868858
74778 -5.855031226868858
22472 -5.855031226868858
38588 -5.855031226868858
86448 -5.855031226868858
34010 -5.855031226868858
26276 -5.855031226868858
71111 -5.855031226868858
22987 -5.855031226868858
69164 -5.855031226868858
39620 -5.855031226868858
