Query is the topic title = "Friendly fire deaths"

Doc_ID ModelC_Score
7486 32.252328383978536
9843 32.252328383978536
66981 26.05771743937475
67115 24.776897008118482
48981 21.854014282800854
85553 21.854014282800854
79565 21.854014282800854
66987 15.882837689007847
68140 15.882837689007847
65789 15.882837689007847
70633 15.882837689007847
65757 14.378582906940796
82634 14.378582906940796
53131 14.378582906940796
69279 14.378582906940796
65683 14.378582906940796
86326 14.378582906940796
69307 14.378582906940796
65677 14.378582906940796
71676 14.378582906940796
65174 14.378582906940796
64294 14.378582906940796
68719 14.378582906940796
64122 14.378582906940796
54214 11.679134532433952
68370 11.679134532433952
78577 11.679134532433952
68780 11.679134532433952
30846 11.679134532433952
70650 11.679134532433952
54492 11.679134532433952
68722 11.679134532433952
82847 11.679134532433952
39184 11.679134532433952
4017 10.1748797503669
68777 10.1748797503669
69325 10.1748797503669
53133 10.1748797503669
68784 10.1748797503669
37594 10.1748797503669
71710 10.1748797503669
71577 4.340349353684829
85099 4.203703156573895
67140 4.203703156573895
83765 4.203703156573895
61293 4.203703156573895
83258 4.203703156573895
74189 4.203703156573895
72704 4.203703156573895
70329 4.203703156573895
64176 4.203703156573895
75872 4.203703156573895
9420 4.203703156573895
68765 4.203703156573895
58301 4.203703156573895
81715 4.203703156573895
83260 4.203703156573895
68145 4.203703156573895
83252 4.203703156573895
58293 4.203703156573895
58292 4.203703156573895
81732 4.203703156573895
65932 4.203703156573895
72873 4.203703156573895
69276 4.203703156573895
28202 4.203703156573895
68141 4.203703156573895
61302 4.203703156573895
62747 4.203703156573895
64322 4.203703156573895
75414 4.203703156573895
78520 4.203703156573895
61298 4.203703156573895
62744 4.203703156573895
68296 4.203703156573895
74091 4.203703156573895
83222 4.203703156573895
82870 0.0
86626 0.0
61290 0.0
80078 0.0
77086 0.0
9343 0.0
61382 0.0
69324 0.0
69282 0.0
35258 0.0
55419 0.0
65850 0.0
68768 0.0
72888 0.0
68741 0.0
67067 0.0
64800 0.0
68720 0.0
61329 0.0
61315 0.0
86229 0.0
71307 0.0
65951 0.0
62784 0.0
71706 0.0
65957 0.0
