Query is the topic title = "Drive-by shootings"

Doc_ID JM_Score
19409 -4.323504024980259
53361 -4.3307008136792335
19411 -4.40161912563388
19420 -4.427502845495852
64482 -4.468030509710246
19885 -4.765931967858615
3148 -4.869330847857157
26648 -5.2008805040792225
54538 -5.20622155098905
50614 -5.242387259227542
39907 -5.338796677758129
53269 -5.4482994849273725
23361 -5.826663829699107
85997 -5.892286505686251
6318 -6.0502677455258995
85411 -6.066818418356661
75429 -6.1798529744471224
83810 -6.28826094307587
83868 -6.322800176387494
19408 -6.412317518489813
75435 -6.460112725440845
83267 -6.461807757005841
75433 -6.483008431238564
75431 -6.4891249527971535
78574 -6.507439047245063
78572 -6.507692709757228
78580 -6.5094564772352435
79552 -6.822227406384799
80280 -6.822227406384799
80282 -6.822227406384799
80283 -6.822227406384799
80290 -6.822227406384799
80285 -6.822227406384799
82191 -6.822227406384799
19417 -6.822227406384799
76403 -6.822227406384799
81465 -6.822227406384799
78577 -6.822227406384799
23349 -6.822227406384799
81462 -6.822227406384799
76411 -6.822227406384799
64772 -6.822227406384799
67327 -6.822227406384799
76408 -6.822227406384799
82162 -6.822227406384799
78582 -6.822227406384799
82188 -6.822227406384799
85535 -6.822227406384799
79565 -6.822227406384799
79548 -6.822227406384799
82908 -6.822227406384799
