Query is the topic title = "Harmful weight-loss drugs"

Doc_ID BM25_Score
82290 1.6304952434388513
5177 1.5806636875130136
5176 1.5806636875130136
2829 1.572058164694424
10759 1.4780235108824114
83932 1.457404033949201
50314 1.388355168776887
10810 1.2798449264403513
22169 1.2750236150317016
80518 1.2626450393655986
54765 1.1852102505558002
19961 1.0791560370422801
22662 1.0763551132781268
26058 1.0641593705556762
8780 0.9813830464073683
82392 0.9461882019236294
81929 0.917978666474393
49600 0.6379336619294422
33970 0.6270527172279224
76353 0.6204152981969702
50264 0.594489154097346
49460 0.5185793671572468
32662 0.511547124300421
44714 0.48551770417080825
52301 0.4596680514040181
77920 0.4121450954803137
80449 0.4121450954803137
85265 0.319692767238578
52263 0.26508815086340165
49709 0.21212815283274344
61652 0.20528101081709116
84420 0.20514910359491517
63369 0.2036350227143169
78878 0.20086123131791145
57755 0.20008866362124217
82981 0.1924589215771175
5650 0.19152345677169194
56511 0.1902271164423008
14838 0.18902381721309133
54814 0.18839671242102501
14942 0.18505236756047672
79295 0.18418937237819705
8938 0.18137164076968545
43241 0.17779367377691396
54925 0.17283213143388415
58507 0.17090741143318652
35073 0.13477057641648435
67204 0.11838622394307652
76314 0.10910911854597737
84364 0.09679598972367387
58553 0.09539974595397786
63616 0.0
84272 0.0
