Query is the topic title = "Germ warfare"

Doc_ID BM25_Score
12035 1.4753774037298175
23687 1.3694928983927608
72072 1.2861725644853514
49904 1.2705654177965011
58000 1.014783237071672
38821 0.9290466939259973
24287 0.8262907686571984
70836 0.7756851094127568
12196 0.7520051549245661
54065 0.7093430546942654
12396 0.6713863445939061
8162 0.0
14541 0.0
9490 0.0
32380 0.0
11944 0.0
32351 0.0
8506 0.0
29887 0.0
19416 0.0
29909 0.0
17369 0.0
29668 0.0
19557 0.0
29889 0.0
83863 0.0
12476 0.0
41149 0.0
15478 0.0
3628 0.0
9717 0.0
19877 0.0
