Query is the topic title = "Telemarketing practices U.S."

Doc_ID BM25_Score
18100 1.2225557562730818
18164 1.2225557562730818
18163 1.2225557562730818
19440 1.0531899382441285
28923 0.9609581129606227
18706 0.9544891321618602
75763 0.9528854728181431
18859 0.8848820678608285
13057 0.8709413055528026
22382 0.8375026467892183
52020 0.8278908922275954
47049 0.672623193084314
66338 0.6450815780251604
45422 0.6136718771925805
46968 0.6090587664014065
46485 0.6090587664014065
18798 0.6006730318635625
49650 0.0
39410 0.0
78879 0.0
46228 0.0
9871 0.0
54771 0.0
57753 0.0
39303 0.0
65899 0.0
19990 0.0
65283 0.0
37856 0.0
32520 0.0
68969 0.0
77444 0.0
50034 0.0
30059 0.0
18648 0.0
8928 0.0
22660 0.0
7776 0.0
49617 0.0
27440 0.0
10710 0.0
56209 0.0
61895 0.0
64858 0.0
12851 0.0
4157 0.0
23643 0.0
54232 0.0
67401 0.0
73312 0.0
6630 0.0
11807 0.0
