Query is the topic title = "Child labor laws"

Doc_ID JM_Score
64033 -6.02187533996069
27215 -6.0428095727136455
3740 -6.046088306640939
64070 -6.177335325633116
24214 -6.195841972349679
66961 -6.298057049765088
61170 -6.388996478946308
70233 -6.471590634514183
66923 -6.629118785117949
75201 -6.634514441381674
26085 -6.751996901607808
26088 -6.756707223124552
4933 -6.924318286375595
32366 -6.9589671885896465
60528 -7.016355544702746
84584 -7.062321472415523
16575 -7.11170873166484
58476 -7.141381532376065
39335 -7.181408220304588
25172 -7.208003959836715
56170 -7.213419335511087
20973 -7.275443099813551
67861 -7.356437147423955
49879 -7.423420696441752
22751 -7.484206444170717
37136 -7.5200475069610055
13342 -7.571955781503855
16343 -7.5738121409937165
24515 -7.5758406894375
16954 -7.624125734398415
15875 -7.644899337515481
28598 -7.694475982706134
75591 -7.708881776651945
67634 -7.808178945428391
76675 -7.819916440077953
26598 -7.823387092977253
3972 -7.824568234956665
9846 -7.828332148356015
58888 -7.844971366302779
65394 -7.874585201706074
25134 -7.906127351570895
68037 -8.006207736889815
59464 -8.017847129374843
39173 -8.156705789878925
71345 -8.216238541207966
77428 -8.313031079086235
78727 -8.313031079086235
73326 -8.591991259494543
80709 -8.591991259494543
9591 -8.591991259494543
80893 -8.591991259494543
