Query is the topic title = "U.S. gas prices"

Doc_ID BM25_Score
41275 0.8893462149225798
51082 0.721421450805885
51080 0.721421450805885
34033 0.6931721872035834
65942 0.6602854836346358
68177 0.554219860781969
65019 0.44375133253677873
51488 0.3966701710838677
71547 0.017174697616423252
82567 0.017168117479909165
38614 0.017163185685445476
28125 0.017154972321573047
52752 0.017154972321573047
13151 0.017135292284101815
62324 0.015628342811574925
67199 0.015421302055215757
26074 0.014511235449361195
13902 0.014393432179554659
64393 0.014319837643758772
82059 0.012956045267559446
63311 0.012054504414496799
62314 0.011266150529206771
63307 0.010830472109805868
35105 0.008376086039152684
63279 0.008301601288866273
36308 0.00805102193190776
