Query is the topic title = "Improving aircraft safety"

Doc_ID BM25_Score
72134 1.3646504482090884
64896 1.2793995521927404
23698 1.1878082489664732
74605 1.1579453204496242
3666 1.148778981439305
11852 1.109739636848567
75564 1.0780878824202165
11744 1.029900991034208
63379 0.9896749131510345
21265 0.8964742923719304
76550 0.8782473567148132
72032 0.8782473567148132
44232 0.5116332174889806
30864 0.49309147635819106
37657 0.4663301704863514
28717 0.45440045872379975
7041 0.4447831588193525
78628 0.42705692291370756
77430 0.42451154317193057
77431 0.4243351797540784
60421 0.390036419495569
2977 0.38261740679327405
2510 0.3792980217991132
2511 0.3792980217991132
20778 0.3527522293149195
5185 0.34432280507786084
5189 0.34432280507786084
21673 0.3430164327633642
62309 0.3351511249071325
5175 0.32506956221025596
77687 0.2874362867469554
43129 0.28302851043866806
13600 0.2756724126519855
8511 0.2756724126519855
8828 0.2756724126519855
13519 0.26564166780926396
15334 0.26564166780926396
11690 0.23437589821756724
8872 0.1998335906425367
41351 0.1906107708846907
21077 0.13912808985213226
85188 0.12958039662058005
29116 0.11279663199632799
12097 0.10780709803901373
15211 0.10780709803901373
16678 0.10772200769831948
15583 0.10772200769831948
81564 0.0
8310 0.0
7799 0.0
33769 0.0
7798 0.0
