Query is the topic title = "Friendly fire deaths"

Doc_ID JM_Score
9843 -5.886445805170494
7486 -6.16211629040151
85553 -7.531982746576602
48981 -7.732495967793665
67115 -8.694078307343817
68780 -9.007653433779673
68370 -9.011534208511057
39184 -9.23430582547186
78577 -9.258589746972596
79565 -9.312680093399766
66981 -9.425653679834664
68722 -9.488947155824306
54214 -9.52625153636937
54492 -9.576390917328231
53133 -9.580134847496938
70633 -9.678622060896041
64294 -9.690051998449455
65174 -9.73897463218283
4017 -9.746781175736581
65789 -9.765452840416813
68784 -9.7890609540155
82847 -9.797715690568658
69307 -9.805813765265993
30846 -9.821238604202154
53131 -9.830193214681634
68777 -9.842943914703667
65757 -9.945374583255138
71710 -9.981880694031577
70650 -9.993927131651704
68140 -10.00148545999314
37594 -10.035192262469218
66987 -10.113483977135038
86326 -10.142576147475879
82634 -10.164113757352105
69325 -10.176442115105111
71676 -10.346279419035913
69279 -10.393323971192054
64122 -10.417920670415743
65683 -10.426090258501251
65677 -10.430850131285272
68719 -10.449625014527706
82870 -10.90924933730019
86626 -10.90924933730019
85099 -10.90924933730019
67140 -10.90924933730019
61290 -10.90924933730019
83765 -10.90924933730019
61293 -10.90924933730019
80078 -10.90924933730019
83258 -10.90924933730019
77086 -10.90924933730019
74189 -10.90924933730019
9343 -10.90924933730019
61382 -10.90924933730019
69324 -10.90924933730019
72704 -10.90924933730019
70329 -10.90924933730019
64176 -10.90924933730019
75872 -10.90924933730019
9420 -10.90924933730019
69282 -10.90924933730019
68765 -10.90924933730019
58301 -10.90924933730019
81715 -10.90924933730019
83260 -10.90924933730019
68145 -10.90924933730019
65850 -10.90924933730019
83252 -10.90924933730019
71577 -10.90924933730019
68768 -10.90924933730019
72888 -10.90924933730019
58293 -10.90924933730019
58292 -10.90924933730019
81732 -10.90924933730019
68741 -10.90924933730019
65932 -10.90924933730019
67067 -10.90924933730019
72873 -10.90924933730019
69276 -10.90924933730019
28202 -10.90924933730019
68141 -10.90924933730019
68720 -10.90924933730019
61329 -10.90924933730019
61315 -10.90924933730019
86229 -10.90924933730019
61302 -10.90924933730019
71307 -10.90924933730019
65951 -10.90924933730019
62747 -10.90924933730019
64322 -10.90924933730019
62784 -10.90924933730019
75414 -10.90924933730019
78520 -10.90924933730019
61298 -10.90924933730019
71706 -10.90924933730019
62744 -10.90924933730019
68296 -10.90924933730019
74091 -10.90924933730019
83222 -10.90924933730019
65957 -10.90924933730019
55419 -10.90924933730019
35258 -10.90924933730019
64800 -10.90924933730019
