Query is the topic title = "Convicts, repeat offenders"

Doc_ID JM_Score
78836 -6.13262457295431
58476 -6.344224975897699
57914 -6.652203039330916
26061 -6.6800224093596245
76635 -6.7837582738951685
73038 -6.964733537266456
12769 -6.977340819171906
12767 -7.084117101168557
25096 -7.26967248004571
4358 -7.376260544197735
24515 -7.385973427073184
82227 -7.404927823423558
26611 -7.672394593627234
65414 -7.796754197355175
33172 -7.853238564686158
29908 -7.853238564686158
28662 -7.866253908515622
86929 -7.995881796065708
86912 -7.997503225577757
65036 -8.027751465471011
3835 -8.064283016991396
7502 -8.076574356528631
65446 -8.087041504217481
9790 -8.133799837986508
32366 -8.135608523985832
9479 -8.13987103034981
11922 -8.155114362082065
70306 -8.168614510455113
10182 -8.17067215498329
14713 -8.21228878540342
26603 -8.23814585581644
64626 -8.252458922758407
65364 -8.262071192728161
61689 -8.290030255055104
64645 -8.303540003573803
53502 -8.350619681559124
17587 -8.47002798028126
9703 -8.489021011931154
3976 -8.521546200124705
11979 -8.52846278623534
11485 -8.562748840985932
4881 -8.564954264338613
8455 -8.603320541261821
24485 -8.611961028167674
17517 -8.61481192667857
20201 -8.615480468704233
11930 -8.621490346284599
16922 -8.64524664017215
25699 -8.648710534774658
29894 -8.65811645057034
85372 -8.659775126295004
11923 -8.669194777917362
29911 -8.671019527832616
25100 -8.680052630129454
6503 -8.720554993949271
13345 -8.786473278529414
11481 -8.802709547634356
30486 -8.828021386440941
35396 -8.844816397654354
6497 -8.846647478312345
33203 -8.84727899790832
14707 -8.859275686372925
38442 -8.864588595703712
6735 -8.873914929186078
27870 -8.878475838925935
21895 -8.88863241965313
27384 -8.90831293404836
24490 -8.911514110779377
64657 -8.94086821018191
65394 -8.98368519581689
28657 -9.002301863021195
4933 -9.003598869698235
75563 -9.00654132363863
30456 -9.026992041834385
29920 -9.0537144456191
3834 -9.085227142400514
54745 -9.088551442770175
4310 -9.140436040718853
36447 -9.151518938042692
3837 -9.151518938042692
4439 -9.156918410706067
3265 -9.159583891326818
53523 -9.166799521173658
71368 -9.167447326638952
49815 -9.180128622713719
7115 -9.192907771547501
65306 -9.195282801737116
68419 -9.195282801737116
47516 -9.197052056030019
6498 -9.206888381318796
6636 -9.227781726764965
67280 -9.228312331997877
15082 -9.22989849011597
13320 -9.238217565936464
15200 -9.239241170835605
29906 -9.244808188929321
33668 -9.246806646314564
77310 -9.268390504641731
79021 -9.26977356662053
13314 -9.27160730720623
3972 -9.282911263882689
81494 -9.296106477255483
5862 -9.307595624124465
76766 -9.313951983180374
73598 -9.31551826577828
19033 -9.318624079864536
29904 -9.335837193228999
41541 -9.351975785284548
76690 -9.366546492003666
3828 -9.37290645180066
81731 -9.379111383502764
73762 -9.38636138439412
39349 -9.38636138439412
73706 -9.403613199454679
6534 -9.404721431632565
58755 -9.412340764686023
53469 -9.41447435189754
4306 -9.422823792792194
12479 -9.42384721422882
8333 -9.430889807467807
73614 -9.432863870869795
46736 -9.434821425908643
51210 -9.434821425908643
66107 -9.43676269844108
73641 -9.43676269844108
16897 -9.43676269844108
4395 -9.43676269844108
70668 -9.437727298143484
53682 -9.452636306405875
20766 -9.452636306405875
12812 -9.453536615830208
13335 -9.453536615830208
49884 -9.4553265716864
13342 -9.456216263902638
13313 -9.457102462484588
20688 -9.457985189804255
19601 -9.458864468030042
19599 -9.462347526371168
15077 -9.465777121364653
3833 -9.465777121364653
16899 -9.468315031783911
20127 -9.468315031783911
71001 -9.479786413983641
44163 -9.482167981651463
7118 -9.48685367846314
47551 -9.492193844657692
3827 -9.507448267045117
20133 -9.510231176375232
44758 -9.956399635478368
76675 -9.956399635478368
26080 -9.956399635478368
20156 -9.956399635478368
41594 -9.956399635478368
73320 -9.956399635478368
9726 -9.956399635478368
54762 -9.956399635478368
16390 -9.956399635478368
68909 -9.956399635478368
64664 -9.956399635478368
22751 -9.956399635478368
22858 -9.956399635478368
73746 -9.956399635478368
78982 -9.956399635478368
19615 -9.956399635478368
33188 -9.956399635478368
29314 -9.956399635478368
25103 -9.956399635478368
23377 -9.956399635478368
22690 -9.956399635478368
24550 -9.956399635478368
13332 -9.956399635478368
12825 -9.956399635478368
19781 -9.956399635478368
37078 -9.956399635478368
11083 -9.956399635478368
29913 -9.956399635478368
17619 -9.956399635478368
19634 -9.956399635478368
20705 -9.956399635478368
8327 -9.956399635478368
17609 -9.956399635478368
9358 -9.956399635478368
44865 -9.956399635478368
79759 -9.956399635478368
49856 -9.956399635478368
11960 -9.956399635478368
56829 -9.956399635478368
20160 -9.956399635478368
16954 -9.956399635478368
16575 -9.956399635478368
48805 -9.956399635478368
27386 -9.956399635478368
20199 -9.956399635478368
25205 -9.956399635478368
29935 -9.956399635478368
54780 -9.956399635478368
67861 -9.956399635478368
6635 -9.956399635478368
7937 -9.956399635478368
