Query is the topic title = "China Pakistan nuclear missile"

Doc_ID BM25_Score
17004 2.159920885506539
15074 2.0975220655458786
13294 2.0975220655458786
7320 1.9413303014499168
13309 1.8942617936934898
49980 1.8771188475275256
3885 1.8458329009947612
79604 1.8102979119452933
14772 1.8024934338818375
7289 1.750613960432449
75621 1.7179831962262675
79669 1.7179831962262675
6604 1.692767164739915
43938 1.6725121819227806
44187 1.6672473067200113
58913 1.4615424400322987
9820 1.450845037451356
16992 1.448867331365498
9819 1.4467799073248553
15415 1.442297204973248
15410 1.4414538592179715
14556 1.4258151340414422
14439 1.405278761743788
34792 1.3903895337860133
45221 1.3892542290096084
11445 1.2895549775795867
50029 1.2833513635105558
29645 1.2726526369745044
37711 1.2715248788653626
9384 1.2579423761948356
46229 1.196379143659041
3868 1.1479141871827099
75560 1.1269885358832354
29520 0.9976185390008776
17857 0.7734752541060443
46302 0.7176181173648438
47899 0.6883295983341534
10675 0.6860526099702523
14486 0.6825520751102013
62800 0.6810231999309341
15288 0.6769796422179921
7730 0.6713706641093098
17782 0.6672697357070476
75389 0.6592284693291306
13221 0.6586876120480399
45050 0.6307861844472652
14655 0.6022536775430769
38684 0.5702349910307395
17787 0.5538052185317127
71564 0.5231827189227147
16632 0.4673753529232098
33391 0.464174755737206
34744 0.45739426454881443
42245 0.45182832225865077
71726 0.38301043549961555
39215 0.3800261474755492
28141 0.0745090444505786
25392 0.07449939210408979
29535 0.07435490642615741
75327 0.0738322979483284
20412 0.07355978797110016
59764 0.0728331214115179
81408 0.07241197558865395
77066 0.07219854652906328
23121 0.07189885035603198
20858 0.07171747710147128
80049 0.07133802032550468
54296 0.07082414540317532
77009 0.07030609798446098
82630 0.07022882599506079
9993 0.07019079306434703
5108 0.06968252899218665
73898 0.0695914383148581
18345 0.06955105304587797
65688 0.0695409467486396
5140 0.0688575148490574
13518 0.06796854913772027
57102 0.061841454407615154
73326 0.0
68028 0.0
31141 0.0
