Query is the topic title = "Airline passenger disruptions"

Doc_ID BM25_Score
17654 1.3843435931185706
14501 1.3399983124680293
4300 0.27314958426200486
54291 0.25801074495970444
11106 0.25749828491932897
28025 0.251725685757646
6237 0.2510907224542035
32472 0.25029189811651903
67785 0.24493868849666983
41461 0.24254612854440627
35545 0.24056560535305327
51917 0.2404501140349875
22691 0.23999807301071324
21077 0.23738139502436967
27970 0.23453722479676636
50193 0.23287936482771465
32232 0.23282460617517786
35017 0.2322717448890576
19026 0.2322717448890576
41447 0.2310341239243104
40278 0.23030187692267465
45707 0.229007505556139
45735 0.22818899785894875
19028 0.22779462348835547
17689 0.22760825602359935
86381 0.22661670088638267
8169 0.22173742345623149
18525 0.2184545547575808
79732 0.21756015482913857
44236 0.21699533807649005
22862 0.21560387603200776
48364 0.21380902823368164
11606 0.2121184496668656
26072 0.21156139160152398
3781 0.2113289283919887
17317 0.2090078491898575
17648 0.2078928862087231
29895 0.2055907214685439
29892 0.20446813104466804
12097 0.20386946135045855
15211 0.20386946135045855
45721 0.20350044428482592
17647 0.2024491438610539
68048 0.19968020211704873
7057 0.1993752191073342
18001 0.19874789445381758
29271 0.19701452734160813
17278 0.1944982238407279
14673 0.19335822976564093
28622 0.1931223576996621
12850 0.1922699281622915
29984 0.19189123134104435
29196 0.1912779899624644
17361 0.19117033729461708
26068 0.1909121619239441
7773 0.19056617762567057
52836 0.18703611251025978
14505 0.18396711410845729
6299 0.17971404017756398
29200 0.17883929259183698
29958 0.17560131266393525
16169 0.17555985905921018
33759 0.17534403919947594
60586 0.17023564788699205
14512 0.16651563174143946
17651 0.16651563174143946
29910 0.15877268978195336
14504 0.15504394925415754
14502 0.15252344300090206
17653 0.15238935715073532
86184 0.15209516193833167
17652 0.1480049093761997
18536 0.14663591095972406
8796 0.1451748435912003
69370 0.12458318546973148
33155 0.10974689291117229
76651 0.10832274848942375
33147 0.10275996314160613
17318 0.09409395433551032
43860 0.09300604537006145
17371 0.09232342779826398
29684 0.09112349779714105
17687 0.08842926974752445
82244 0.08692551403091617
14507 0.08364988546886698
17305 0.08304531823905215
14503 0.0819630925216294
17688 0.0795081897582468
15641 0.0767588870138577
29248 0.06234657210559271
14506 0.06123374122207007
29916 0.06025599938653455
21738 0.0
36575 0.0
27378 0.0
