Query is the topic title = "School bus accidents"

Doc_ID BM25_Score
70466 2.197377675262622
59464 2.1445472208674414
78115 2.1364493461125478
78269 2.054324760723971
83201 1.9665373173792968
85553 1.9371051567094817
58748 1.8612900912383448
53046 1.7980771059006222
5166 1.767807265676242
81350 1.6994046697488059
12858 1.2747234670227936
48882 0.8791705688116044
34745 0.8519313609324783
41121 0.8446942422692137
68780 0.8074599765115099
64800 0.8021931163075321
54467 0.7980288416980341
6104 0.7975113453217568
8620 0.7975113453217568
38383 0.792883904889351
54208 0.5278291051147014
18246 0.5241259801756363
22021 0.5150511547127995
39944 0.5118374650977112
38350 0.5079225581941885
54214 0.5027949011705594
18250 0.4995528684183146
61149 0.4619857035030982
39961 0.4533296522605299
83304 0.43359632464953185
14376 0.4280070128350743
27209 0.42263867220320817
85601 0.4168323031203379
27128 0.40073198047858605
13364 0.3963265053600054
47596 0.3954436719808393
13348 0.39398099089669714
22002 0.3913752520937257
69471 0.3464809822311262
54220 0.34269088269404485
16894 0.3134458064131242
15927 0.3110658016505769
30217 0.08639943409903163
27966 0.08534714940657927
22961 0.08318750680704567
19797 0.08318750680704567
7937 0.08199638681299487
17276 0.08197114587676302
6635 0.08065525676973229
31141 0.07923921971515305
73326 0.0
5418 0.0
68028 0.0
5410 0.0
23536 0.0
78125 0.0
42641 0.0
