Query is the topic title = "Child custody cases"

Doc_ID ModelC_Score
64476 221.69717888643348
16953 219.72117888643353
4933 217.85537736857765
67717 216.25899706825166
26073 202.41499706825167
23398 181.34018119632884
82229 166.13536101777868
73598 164.61618119632882
61540 161.6976800857173
16575 161.55876184149014
65289 160.28566373491836
25832 158.72676184149012
34684 155.69876184149012
15776 151.97770920991115
67144 149.88117919959686
58428 146.85317919959687
58651 146.77575984475817
68812 143.94375984475815
59340 140.91575984475816
58582 140.91575984475816
51139 140.39730420913946
78626 125.6692246745897
29314 123.11876184149011
24340 122.7846657316503
58676 120.63470721317921
62293 120.63470721317921
56735 120.63470721317921
55187 93.91470721317921
56519 93.91470721317921
75624 90.49975984475816
46566 81.72169285911222
17498 76.57834048991944
58504 73.03806698564594
49766 70.71834048991944
11402 64.28128785834049
51780 55.001692859112225
51841 55.001692859112225
29729 50.4372878583405
61554 50.4372878583405
31530 37.61741935483872
