Query is the topic title = "Child custody cases"

Doc_ID JM_Score
26073 -6.433065494060678
16953 -6.594836964905043
64476 -6.656665238573228
67717 -6.771426147979021
61540 -6.778192183056996
16575 -6.838199214887881
24340 -7.1209049317978685
23398 -7.128588737830457
4933 -7.2166912938130015
34684 -7.227140038114939
78626 -7.231951378547718
65289 -7.253276921414215
29314 -7.2911435373476206
25832 -7.3589214230954205
73598 -7.507257257467753
15776 -7.530178226532968
56519 -7.5863472938466625
55187 -7.603812433516152
58676 -7.604841985157864
51139 -7.777136897137717
68812 -7.777648749869416
62293 -7.784863994340137
67144 -7.787231167370426
58651 -7.805495885047039
31530 -7.838451848393257
56735 -7.880611315684131
51841 -7.94081001110329
29729 -7.945730285939946
11402 -7.953188218796008
58504 -7.988894293524172
82229 -8.032078873264247
46566 -8.069025491628956
59340 -8.097435816630783
58582 -8.110518626019203
51780 -8.114162858555721
61554 -8.162979783181315
58428 -8.218675615185797
17498 -8.32501635108149
49766 -8.445684089273016
75624 -8.596013046836047
