Query is the topic title = "Problems illegal aliens U.S."

Doc_ID JM_Score
46494 -6.592328135237656
76669 -6.60455863242653
72826 -6.857434092004441
72899 -6.896788297228888
35148 -7.435875611095793
44081 -7.524166446640854
41297 -7.59996432570846
75465 -7.657413343732834
83428 -7.671044671889645
21791 -7.71581961043411
20126 -7.7481367484757975
75593 -7.752783508005432
16900 -7.769843388917772
67400 -7.862128548251629
55197 -7.873122194770628
83268 -7.91742730406798
83946 -8.0274759459943
82198 -8.03706990892984
75590 -8.04512796461587
64275 -8.195352481432234
9660 -8.199512207153854
83266 -8.200201363432374
81788 -8.201196851047673
83427 -8.257068912328483
83880 -8.267443925358407
86881 -8.267443925358407
46509 -8.292449946534406
78782 -8.297445736579085
83958 -8.339493889299167
83312 -8.35942350384503
73475 -8.421712980126097
83336 -8.449985860308864
86751 -8.450473533734701
72821 -8.496023763829843
3142 -8.548404202853416
9413 -8.553139520941825
43886 -8.562258082963078
16727 -8.608127980516038
82927 -8.619650939986869
8369 -8.649333577993435
24499 -8.681080384044932
72895 -8.685010212168704
31459 -8.69305117953612
73037 -8.733294208079835
83913 -8.743457419045168
75714 -8.745309613046704
83332 -8.75528000182362
16655 -8.805566227879678
22875 -8.818531635333509
55879 -8.832911726547291
58611 -8.91375830222621
49804 -8.919735310972296
83185 -8.92161665654382
22696 -8.932599744762395
58426 -8.979124475117173
63773 -9.02364080441766
75487 -9.068403679076816
83339 -9.075658141498055
11669 -9.143701664835636
24827 -9.229916701547637
24350 -9.230806134997794
11360 -9.452487338713771
83364 -9.452487338713771
71186 -9.452487338713771
47225 -9.452487338713771
67535 -9.452487338713771
85393 -9.452487338713771
51258 -9.452487338713771
15746 -9.452487338713771
11342 -9.452487338713771
64685 -9.452487338713771
58143 -9.452487338713771
