Query is the topic title = "WTO trade debates"

Doc_ID JM_Score
78305 -7.551719277488292
65465 -7.583409741651985
66118 -7.583409741651985
31784 -7.689938830680701
68756 -7.707953556800247
80891 -7.726399997551018
79698 -7.803039889738454
78998 -7.803039889738454
52721 -7.806722127738163
65311 -7.813569189337427
65501 -7.815275355458503
67433 -7.846959850586774
67275 -7.846959850586774
34733 -7.886673516549884
86691 -7.8995827488349715
7741 -8.005447300470315
66181 -8.009990292355397
49229 -8.026446469488947
46122 -8.026446469488947
82689 -8.027544101769625
59518 -8.073962410424365
44221 -8.154565537269846
41556 -8.373473003068597
40131 -8.373473003068597
57876 -8.529711880930101
71894 -8.661593421982465
42848 -8.688047022135478
2738 -8.758153472094532
42847 -9.293405792506471
