Query is the topic title = "Sea turtle deaths"

Doc_ID BM25_Score
66879 2.1939033445576746
61252 1.6299207714671105
85322 1.6294360475984584
39136 1.341150863565646
81418 1.1878009995831582
80107 1.1720892741809723
27297 1.1333690906594118
78455 1.1121230889018396
80039 1.0789285363399967
46874 1.0607135117141389
82828 1.0425998346612126
4650 1.0260273313857327
74200 0.9679242714037132
78483 0.9677981923059343
53354 0.9600713303242813
21644 0.9211298670943802
65604 0.8960890854956557
85108 0.8694774568251877
77179 0.8524961277668394
49235 0.8291112419498053
78456 0.8148944622377746
81444 0.7988960983496852
30868 0.7851407471689505
33539 0.7500670239958606
52319 0.6736852220813745
55560 0.6701411729848716
13233 0.6662827595515203
22546 0.5610977292035152
5951 0.538998550307422
62388 0.534251368749288
81237 0.5333954405381759
49674 0.5252811878586003
56624 0.43687589640030805
50142 0.3353248173936824
48265 0.3320055000195698
23165 0.0
63616 0.0
15811 0.0
24560 0.0
11889 0.0
21408 0.0
54780 0.0
28529 0.0
47449 0.0
51789 0.0
15646 0.0
11151 0.0
30000 0.0
74640 0.0
3401 0.0
