Query is the topic title = "Pig organ transplants"

Doc_ID ModelC_Score
71102 42.002194019400164
62586 37.58847518477751
67204 37.58847518477751
48566 30.66116268926529
79525 30.66116268926529
54844 30.66116268926529
9544 30.66116268926529
81694 30.66116268926529
58507 28.919195879214968
79033 26.247443854642633
65692 26.247443854642633
35853 26.247443854642633
37425 26.247443854642633
21113 17.578164549080096
41231 11.341031330134872
50076 11.341031330134872
5166 4.4137188346226575
24839 0.0
24747 0.0
42485 0.0
73930 0.0
