Query is the topic title = "Rescue of kidnapped children"

Doc_ID JM_Score
11930 -5.86100369003443
3837 -5.887173732544843
11923 -5.940643792075532
25205 -6.0808657531212855
49815 -6.094870275974535
11960 -6.099934574664818
11481 -6.169180154043403
12812 -6.185425485994884
7502 -6.260949640315428
65394 -6.290755552595252
6636 -6.349239120656307
11485 -6.3635174516044195
76690 -6.374663116428736
9591 -6.380859305863834
19224 -6.390519864164281
75949 -6.423417390672604
4310 -6.47779853917287
3827 -6.483118633861757
4306 -6.490872517520666
12479 -6.494266016947084
15077 -6.50148894232516
6793 -6.501511558717682
4762 -6.503338160329884
29894 -6.509390276593546
11979 -6.515044226930225
8333 -6.517642230002042
73762 -6.5196098453481595
4439 -6.523112436739222
12825 -6.523470602155812
30486 -6.525533903791026
13332 -6.529914162303433
29904 -6.54073049053313
13342 -6.545879233766191
29906 -6.551051443594744
20766 -6.576591788394017
15082 -6.588488943093788
3833 -6.59086959579116
58755 -6.605460484277304
27870 -6.617539783532999
16954 -6.628612188549666
54745 -6.6355835456641765
27384 -6.655741910132906
67280 -6.6576871532494994
19601 -6.661270799705909
25699 -6.662890964745443
33172 -6.666131596643561
29908 -6.666131596643561
28662 -6.678929967569205
21895 -6.689973982395339
76766 -6.690853887899231
20127 -6.690999642666966
13335 -6.697053697184329
19615 -6.7035907443584986
65306 -6.705670849163576
68419 -6.705670849163576
4881 -6.707140907138847
35396 -6.723164616027997
22690 -6.734493619837319
19599 -6.743627657013623
39349 -6.7469071074479405
38442 -6.753927345215065
73598 -6.753982801862431
8327 -6.758389079163505
20688 -6.760451716072869
36447 -6.764832443944895
25096 -6.775999496158846
13320 -6.776541224659821
15200 -6.779188234982968
9703 -6.794817969991497
24550 -6.803045425417701
8455 -6.817372841591388
77310 -6.818188213581669
20133 -6.823813142823293
16897 -6.832628403394075
73614 -6.846496605252476
53560 -6.84784480628815
29935 -6.849094066628286
17619 -6.854146924914708
17517 -6.858096646492062
6503 -6.875199574615996
73706 -6.878482923480377
3834 -6.882408438735105
3835 -6.882408438735105
4395 -6.935869112690437
25100 -6.939517198717428
26611 -6.943891988991522
24490 -6.956505577764219
73746 -6.957650478512234
44163 -6.965805777536783
54762 -6.977503983977815
20160 -6.979497650457764
6534 -7.008053410417963
79021 -7.009075511957026
7115 -7.026144239280503
56829 -7.033941846866977
24485 -7.044992094994905
26603 -7.052245106844321
6498 -7.053855351380257
61689 -7.05914871969775
71001 -7.085254025603896
13345 -7.09049176214176
73641 -7.123307663344988
23377 -7.123911071379236
13313 -7.128579356931762
73320 -7.159751852003762
16899 -7.159969870912561
30456 -7.173678420344592
71368 -7.1746572296874955
14707 -7.187718364039958
22751 -7.195856752885337
53515 -7.198657144437575
53469 -7.208002750149065
3976 -7.22319706596323
20199 -7.223388596082037
3828 -7.224121444671018
4358 -7.239609962207101
7118 -7.23984723087773
13314 -7.242307699494228
17587 -7.2629401595648435
44865 -7.26964322180701
24498 -7.282665480858183
53682 -7.291595735467627
49884 -7.297515958031195
29913 -7.337225356918662
33668 -7.341457568508252
81731 -7.353151880146605
19634 -7.3868060878173605
26080 -7.390576521214978
25103 -7.390744195483685
14713 -7.4112965407872675
5862 -7.41663618164415
3972 -7.430987863402242
20156 -7.435990790058231
19781 -7.435990790058231
27386 -7.440876504561645
53523 -7.457971607565359
29911 -7.462544747961118
53502 -7.51127483306281
44237 -7.520724832347559
6497 -7.525744079801902
9790 -7.527464716626607
43392 -7.530345377128562
26598 -7.534027812674259
9726 -7.5479814511083845
56149 -7.551400495935285
26582 -7.553557003550541
33203 -7.563709963734022
20201 -7.604961227632774
85438 -7.608034403467711
64626 -7.623575039028337
49856 -7.628101441115858
65364 -7.630850375457358
46736 -7.642571803355022
51210 -7.642571803355022
47551 -7.661468688100296
37078 -7.6657308207255745
27892 -7.668181849609265
24515 -7.710315419749481
26113 -7.7192870246817105
24494 -7.74513263195249
25824 -7.74513263195249
20705 -7.772694379547929
44758 -7.784969185878651
29920 -7.804835901388255
64664 -7.808200945418072
65036 -7.820485111445519
19033 -7.820485111445519
65446 -7.847989143178223
28657 -7.890701145436395
53721 -7.894249326723493
3265 -7.901443322035542
11083 -7.928719106442248
64657 -7.959984532869633
41594 -7.976956667378579
66107 -8.142347384176038
70668 -8.14314799136533
64645 -8.14473839968426
39895 -8.147097378753738
42529 -8.167685328656598
39893 -8.173133265659342
16922 -8.181570581055839
46832 -8.518308858998713
16390 -8.518308858998713
37688 -8.518308858998713
56040 -8.518308858998713
6735 -8.518308858998713
39939 -8.518308858998713
50641 -8.518308858998713
17609 -8.518308858998713
22961 -8.518308858998713
31141 -8.518308858998713
6635 -8.518308858998713
7937 -8.518308858998713
27966 -8.518308858998713
