Query is the topic title = "Ford foreign ventures"

Doc_ID JM_Score
13685 -5.58788443843197
37816 -5.621616910941636
17217 -5.854049228909457
17030 -5.854049228909457
25500 -5.918149413254685
7722 -6.094742249178129
13690 -6.182244824247443
4053 -6.37997315347193
2323 -6.37997315347193
37815 -6.4230689041943965
40234 -6.435710208506567
2451 -6.53545108543092
79404 -6.662654870055564
43262 -6.674355934655695
76103 -6.767488798155133
75767 -6.820361444519579
86209 -6.8516412028875635
24251 -6.936450118080495
86541 -7.115451287424229
5316 -7.145437393174276
36588 -7.156942832393154
43868 -7.209423398530605
43200 -7.226420896720354
38335 -7.277136955766838
65408 -7.402443928788828
47661 -7.424331259840228
30405 -7.463149819396813
43994 -7.471922510477003
56691 -7.486023661625917
67741 -7.495084206164344
84403 -7.49898887160122
86289 -7.522415324087907
43612 -7.527279043868439
86276 -7.55048611393821
86255 -7.56358938725654
67983 -7.56358938725654
47712 -7.574266565186051
35765 -7.577765049073714
18151 -7.592352453148448
78846 -7.595900863507266
38143 -7.60529426917297
85209 -7.611507704460754
85642 -7.611507704460754
86259 -7.638360318724514
13607 -7.683517488811941
82337 -7.7072696851780345
80504 -7.7072696851780345
81997 -7.7842319503199535
35766 -7.798326936191821
33766 -7.824405727400386
33767 -7.824405727400386
35652 -7.824405727400386
38629 -7.831455383953995
12556 -7.842805487681029
12557 -7.842805487681029
24446 -7.909175775627424
24826 -7.909175775627424
18364 -7.925323182598207
31267 -8.066856110985789
32579 -8.066856110985789
31268 -8.066856110985789
86961 -8.07043682378377
86042 -8.07043682378377
25467 -8.11526310805974
12293 -8.277179701657975
69316 -8.277179701657975
23253 -8.277179701657975
36580 -8.277179701657975
