Query is the topic title = "computer simulation"

Doc_ID JM_Score
6857 -3.4754341975083793
58343 -3.7685760685089207
45396 -3.790961644840391
25063 -3.8679851083398695
44400 -3.874968735241837
22321 -4.036908573070669
43139 -4.064905715374335
18393 -4.146635796454612
18151 -4.146635796454612
11825 -4.215049647792242
13885 -4.705446944707208
35886 -4.7457352282767715
35214 -4.8195357436918815
33779 -4.8195357436918815
16137 -4.82256073036595
36005 -4.831486629015711
20461 -4.856092982166029
57378 -4.901787152334751
38058 -4.9501837300053
44009 -4.962519025203844
12877 -4.998228260797348
22244 -5.007762140483616
13939 -5.0133522044756536
9557 -5.013583061763399
16767 -5.049066631359494
16139 -5.056725906799723
13069 -5.080367973386052
80790 -5.122510995868177
55086 -5.126881623326611
77763 -5.134026961933632
70874 -5.134026961933632
69819 -5.134026961933632
2789 -5.142151752754568
13065 -5.169459663147182
11288 -5.193443025835881
38134 -5.195352814432814
55052 -5.213763569336329
35785 -5.237623539107213
29728 -5.274123799535952
56423 -5.286283023006904
42990 -5.287738651002493
42862 -5.287738651002493
45138 -5.287930678113345
47161 -5.3535057143939095
58983 -5.366422763050929
72912 -5.398698519446615
46978 -5.464300188201892
74567 -5.479792513763599
46402 -5.490983462862383
82249 -5.534040435752113
40745 -5.574392937833432
45414 -5.861844690059124
42848 -5.861844690059124
77680 -5.861844690059124
8751 -5.861844690059124
66336 -5.861844690059124
28761 -5.861844690059124
67528 -5.861844690059124
17115 -5.861844690059124
