Query is the topic title = "Effects of global warming"

Doc_ID JM_Score
18879 -6.018103486071989
38452 -6.716587490273904
60810 -7.019844872678407
72354 -7.22451014089736
21110 -7.55323251424779
25303 -7.6643505674867445
26700 -7.731416038934761
28014 -7.7776564271822455
24474 -7.978402315811219
38330 -8.0271980384099
78708 -8.041951324907544
37685 -8.146116793448751
58634 -8.431948737315627
18405 -8.632449498751944
55340 -8.70578077419782
57956 -8.70578077419782
16921 -8.86958200796153
34534 -9.387884325323942
84591 -9.387884325323942
5723 -9.387884325323942
34622 -9.387884325323942
28789 -9.387884325323942
58581 -9.387884325323942
20834 -9.387884325323942
39347 -9.387884325323942
