Query is the topic title = "Ford foreign ventures"

Doc_ID ModelC_Score
13685 57.62179648752424
17217 53.273520625455276
17030 53.273520625455276
79404 43.41070384203471
13690 42.37009081521478
25500 38.14746698560854
37815 38.021814953145814
37816 29.325263229007888
4053 28.169811199524148
2323 28.169811199524148
2451 28.169811199524148
76103 23.936374340119
40234 23.936374340119
75767 23.936374340119
24251 22.895761313299076
7722 22.780922310635262
86209 18.54748545123011
43868 18.54748545123011
43262 18.54748545123011
43200 18.54748545123011
86541 15.366544674973277
36588 15.366544674973277
5316 15.251705672309463
35765 7.529216638325798
81997 7.529216638325798
86961 7.529216638325798
38335 7.529216638325798
65408 7.529216638325798
31267 7.529216638325798
18151 7.529216638325798
35766 7.529216638325798
32579 7.529216638325798
13607 7.529216638325798
24446 7.529216638325798
67741 7.529216638325798
78846 7.529216638325798
82337 7.529216638325798
33766 7.529216638325798
86042 7.529216638325798
86255 7.529216638325798
33767 7.529216638325798
12556 7.529216638325798
38143 7.529216638325798
12557 7.529216638325798
25467 7.529216638325798
35652 7.529216638325798
56691 7.529216638325798
86289 7.529216638325798
86276 7.529216638325798
24826 7.529216638325798
38629 7.529216638325798
85209 7.529216638325798
86259 7.529216638325798
43994 7.529216638325798
18364 7.529216638325798
47661 7.529216638325798
80504 7.529216638325798
85642 7.529216638325798
84403 7.529216638325798
43612 7.529216638325798
67983 7.529216638325798
47712 7.529216638325798
30405 7.529216638325798
31268 7.529216638325798
12293 0.0
36580 0.0
69316 0.0
23253 0.0
