Query is the topic title = "Rescue of kidnapped children"

Doc_ID ModelC_Score
29908 550.2232267249506
28662 550.2232267249506
33172 519.292216093466
4306 484.9551784886265
29894 484.392216093466
4881 473.0703136237616
11485 473.0703136237616
6636 470.8065298399778
3827 466.14933872285593
21895 466.09031362376163
24490 466.09031362376163
25100 466.09031362376163
35396 466.09031362376163
3833 456.7169062904235
30486 456.28795164092566
29904 456.28795164092566
11923 454.26447385799105
11930 454.26447385799105
7502 452.0006900742072
7118 451.57173542470946
38442 451.57173542470946
27870 451.57173542470946
27384 451.57173542470946
15082 432.25862414878065
22690 426.63545127170397
25699 426.63545127170397
39349 425.7352808539954
24485 418.53149009434986
13313 415.3175749000421
26611 414.7392583473797
58755 413.73423019277885
3976 410.8037957489838
11979 405.010681740368
44163 404.39193134220415
65394 404.39193134220415
6503 404.39193134220415
49815 404.39193134220415
65306 404.39193134220415
73614 404.39193134220415
68419 404.39193134220415
25096 399.72565032857926
19615 393.5952059413444
73598 389.87335314315203
81731 389.8029741943742
6534 385.5860915764336
4395 385.5860915764336
13342 385.5860915764336
13345 385.20707212952715
11481 381.3099826456648
56829 381.05102657125263
15200 380.07439758736257
13320 380.07439758736257
15077 379.4556471891987
19601 379.4556471891987
12812 379.4556471891987
20133 379.4556471891987
20127 379.4556471891987
76766 379.4556471891987
8327 379.4556471891987
8333 379.4556471891987
14707 379.4556471891987
20688 379.4556471891987
20766 379.4556471891987
16899 375.7289434283087
71368 375.0029759757773
33203 374.48812667822716
19634 374.38422557761345
64657 373.30881847423484
13335 371.06751337738143
25205 369.317079021529
75949 364.93706899014654
29906 364.93706899014654
73762 364.93706899014654
73706 364.93706899014654
76690 364.93706899014654
20160 356.47855622955154
53523 353.8279514559905
77310 353.04087606582226
14713 352.9028879549073
17517 352.54309363115567
16954 350.5112392557585
3837 346.131229224376
12479 344.3807948685236
16897 344.3807948685236
9703 344.3807948685236
53502 343.57733515062637
29911 343.1983157037199
46736 342.8314259270417
6497 342.8314259270417
51210 342.8314259270417
17619 335.9926610567063
6498 334.23503630005166
7115 334.23503630005166
20201 333.8560168531452
19599 331.89682365978695
49856 328.891667302985
73746 328.31284772798955
61689 326.8254020482017
9790 323.64656671436467
26603 312.6809923333584
54762 312.561760436009
8455 311.0563769037009
24550 309.29875214704623
4358 308.9197327001398
24515 308.5364585957326
27386 306.26912792657873
13314 302.1301492311878
23377 299.2136200382607
5862 299.0893020082657
4439 298.57240569496423
4310 298.57240569496423
79021 295.4917672400683
53682 295.27260239762995
49884 295.27260239762995
66107 294.5212178735819
16922 286.8140896370349
3828 285.07406128611495
29913 279.9632941191154
30456 278.51116139308954
33668 278.51116139308954
13332 276.6859274742977
17587 276.6859274742977
54745 276.6859274742977
64626 271.9001851331558
65364 271.9001851331558
73320 270.4072002157354
22751 270.4072002157354
73641 270.4072002157354
24498 270.4072002157354
12825 266.2682215203444
3972 264.56781709261674
47551 262.4515219097087
29935 261.09194217186695
26598 260.97763506632083
36447 260.4169149193932
67280 260.4169149193932
20156 251.60136044996477
19781 251.60136044996477
20199 251.60136044996477
44865 247.9329437106565
44237 247.9329437106565
27892 244.70862251141625
64664 244.14071196368639
11960 242.3679989153032
3265 239.85345039696796
53469 237.01190027980175
53515 237.01190027980175
53560 237.01190027980175
28657 233.21966853283163
71001 231.1933691996693
29920 228.5467266612556
56149 227.37666958903355
25103 218.7310863387843
3834 216.67479100061715
19033 211.10046663332673
3835 204.19081979188047
44758 200.8910164945462
70668 198.64815368905795
53721 192.24543324429698
85438 191.07019444520358
6793 190.26020512984252
41594 188.4387035502774
43392 185.66084500341987
17609 182.5802065485239
9591 180.87837547125164
46832 172.1625005945706
16390 168.9645513820987
26080 167.3800310624024
26582 167.3800310624024
26113 167.3800310624024
19224 162.5049912112716
37078 161.5070361135995
24494 156.45898763154761
25824 156.45898763154761
65036 151.08933015964618
65446 151.08933015964618
64645 151.08933015964618
6735 149.5399612181643
42529 142.44374690939694
50641 137.0876482738955
9726 117.76491219482348
20705 117.76491219482348
4762 112.91156069154437
11083 111.1539359348897
39895 94.88492337998515
39893 94.88492337998515
37688 18.805839765770564
56040 18.805839765770564
39939 18.805839765770564
22961 0.0
31141 0.0
6635 0.0
7937 0.0
27966 0.0
