Query is the topic title = "Anti-rejection transplant drugs"

Doc_ID BM25_Score
74695 2.4740695233351477
35853 2.2624849024319023
54844 1.8174834206791262
74681 1.7740547895067127
84398 1.4271894409114247
71102 1.2779337682078094
9544 1.2010775235565396
32662 1.1379304951347977
6939 1.0459275744938545
82290 0.9443147037546058
35755 0.9222861944655026
62586 0.8255816669696552
54925 0.8251134578159601
54814 0.7967003706548231
74652 0.7166994716520931
67204 0.6533919938367635
37425 0.6515677686761753
65692 0.5882653995513774
62187 0.5410176357805201
57569 0.5028250563790528
60811 0.49220301086112583
81694 0.48043114782478513
79525 0.4653667475227976
48566 0.3943588599548437
37672 0.3539410543797285
32575 0.3292655725308367
60471 0.3105268602253724
49709 0.21583016412666714
61652 0.2076444118566744
28762 0.20667730111407967
4786 0.20422730177008266
28903 0.20409729507525096
78878 0.20388443284213348
77779 0.20388443284213348
5650 0.19540959768390315
28126 0.19305631249380387
56511 0.19157212400086662
10759 0.18209180624744947
64967 0.17295183220681373
8780 0.17118713565724544
73186 0.16931517875211893
58507 0.16709299493259513
13884 0.144282618612984
61461 0.13926875668594174
86304 0.103483342251606
85806 0.0
85281 0.0
