Query is the topic title = "Improving aircraft safety"

Doc_ID JM_Score
23698 -5.89572923332124
72134 -5.995126210757166
74605 -6.123871512324069
3666 -6.269757162496434
64896 -6.30202207641908
75564 -6.373493762821942
11852 -6.547392637119719
44232 -6.651028159415981
63379 -6.708316924428494
11744 -6.7421622332860025
30864 -6.930724063280325
21265 -6.961758222150124
37657 -7.057260324780723
76550 -7.129605530063666
72032 -7.129605530063666
7041 -7.203642375029406
28717 -7.2348619631120465
78628 -7.496437297025469
77431 -7.517978284503339
77430 -7.517978284503339
60421 -7.665579246325202
2977 -7.690981278678457
2510 -7.7381022146704606
2511 -7.7381022146704606
77687 -7.761020492036513
43129 -7.762286795752512
5185 -7.794993183879425
5189 -7.794993183879425
20778 -7.79655754280662
8872 -7.796728949823856
62309 -7.803913466431609
21673 -7.844358128284597
11690 -7.859568931828179
5175 -7.885528586438694
13519 -8.032374417415243
15334 -8.032374417415243
8511 -8.07284427327098
8828 -8.07284427327098
13600 -8.073969027374385
41351 -8.323175336740873
21077 -8.323986879342813
29116 -8.413669142356857
16678 -8.436880574499332
15583 -8.436880574499332
12097 -8.51446294519626
15211 -8.51446294519626
85188 -8.560872208896175
81564 -8.79452861452566
8310 -8.79452861452566
7799 -8.79452861452566
7798 -8.79452861452566
33769 -8.79452861452566
