Query is the topic title = "Harmful weight-loss drugs"

Doc_ID JM_Score
82290 -9.725653007104293
10759 -9.84125546706535
2829 -9.898488881176277
5177 -10.19243356652443
5176 -10.19243356652443
50314 -10.233512585975442
54765 -10.640582932406804
10810 -10.723290786330328
83932 -10.803705310655747
80518 -10.817470148779385
22169 -10.962082777859356
19961 -11.06378535306663
22662 -11.167576318392413
33970 -11.191603185311422
26058 -11.202654137090756
8780 -11.346768240472349
76353 -11.436062332284326
82392 -11.4496551978785
50264 -11.472217080067876
81929 -11.51613997862128
5650 -11.804899003591744
32662 -11.859685029988167
49709 -11.860496973525187
78878 -11.947684701751431
49600 -11.970229833917013
61652 -12.018455387581994
44714 -12.022397918014057
84420 -12.056681734744126
63369 -12.060147920272229
79295 -12.085763176379206
56511 -12.125677761461072
82981 -12.162612611608763
52301 -12.175121032417527
57755 -12.187507716947767
49460 -12.219240908168349
14942 -12.226442521553505
43241 -12.227660794575312
77920 -12.270900013311268
80449 -12.270900013311268
14838 -12.29621949934685
54814 -12.327665255788236
8938 -12.381467099275012
85265 -12.43024836891228
58507 -12.437823631069808
54925 -12.44871002038915
52263 -12.546367735886536
35073 -12.623803940116685
67204 -12.693904606477826
76314 -12.72582298081899
84364 -12.743492558106837
58553 -12.748124267684094
63616 -12.921855586689915
84272 -12.921855586689915
